cve_id,vendor,product_name,version
CVE-2020-0110,intel,core_i3-10100te_firmware,-
CVE-2020-0110,intel,core_i3-10100y_firmware,-
CVE-2020-0110,intel,core_i3-10105_firmware,-
CVE-2020-0110,intel,core_i3-10105f_firmware,-
CVE-2020-0110,intel,core_i3-10105t_firmware,-
CVE-2020-0110,intel,core_i3-10110u_firmware,-
CVE-2020-0110,intel,core_i3-10110y_firmware,-
CVE-2020-0110,intel,core_i3-10300_firmware,-
CVE-2020-0110,intel,core_i3-10300t_firmware,-
CVE-2020-0110,intel,core_i3-10305_firmware,-
CVE-2020-0110,intel,core_i3-10305t_firmware,-
CVE-2020-0110,intel,core_i3-10320_firmware,-
CVE-2020-0110,intel,core_i3-10325_firmware,-
CVE-2020-0110,intel,core_i3-11100he_firmware,-
CVE-2020-0110,intel,core_i3-1110g4_firmware,-
CVE-2020-0110,intel,core_i3-1115g4_firmware,-
CVE-2020-0110,intel,core_i3-1115g4e_firmware,-
CVE-2020-0110,intel,core_i3-1115gre_firmware,-
CVE-2020-0110,intel,core_i3-1120g4_firmware,-
CVE-2020-0110,intel,core_i3-1125g4_firmware,-
CVE-2020-0110,intel,core_i5-10200h_firmware,-
CVE-2020-0110,intel,core_i5-10210u_firmware,-
CVE-2020-0110,intel,core_i5-10210y_firmware,-
CVE-2020-0110,intel,core_i5-10300h_firmware,-
CVE-2020-0110,intel,core_i5-1030g4_firmware,-
CVE-2020-0110,intel,core_i5-1030g7_firmware,-
CVE-2020-0110,intel,core_i5-10310u_firmware,-
CVE-2020-0110,intel,core_i5-10310y_firmware,-
CVE-2020-0110,intel,core_i5-1035g1_firmware,-
CVE-2020-0110,intel,core_i5-1035g4_firmware,-
CVE-2020-0110,intel,core_i5-1035g7_firmware,-
CVE-2020-0110,intel,core_i5-1038ng7_firmware,-
CVE-2020-0110,intel,core_i5-10400_firmware,-
CVE-2020-0110,intel,core_i5-10400f_firmware,-
CVE-2020-0110,intel,core_i5-10400h_firmware,-
CVE-2020-0110,intel,core_i5-10400t_firmware,-
CVE-2020-0110,intel,core_i5-10500_firmware,-
CVE-2020-0110,intel,core_i5-10500e_firmware,-
CVE-2020-0110,intel,core_i5-10500h_firmware,-
CVE-2020-0110,intel,core_i5-10500t_firmware,-
CVE-2020-0110,intel,core_i5-10500te_firmware,-
CVE-2020-0110,intel,core_i5-10505_firmware,-
CVE-2020-0110,intel,core_i5-10600_firmware,-
CVE-2020-0110,intel,core_i5-10600k_firmware,-
CVE-2020-0110,intel,core_i5-10600kf_firmware,-
CVE-2020-0110,intel,core_i5-10600t_firmware,-
CVE-2020-0110,intel,core_i5-11260h_firmware,-
CVE-2020-0110,intel,core_i5-11300h_firmware,-
CVE-2020-0110,intel,core_i5-1130g7_firmware,-
CVE-2020-0110,intel,core_i5-11320h_firmware,-
CVE-2020-0110,intel,core_i5-1135g7_firmware,-
CVE-2020-0110,intel,core_i5-11400_firmware,-
CVE-2020-0110,intel,core_i5-11400f_firmware,-
CVE-2020-0110,intel,core_i5-11400h_firmware,-
CVE-2020-0110,intel,core_i5-11400t_firmware,-
CVE-2020-0110,intel,core_i5-1140g7_firmware,-
CVE-2020-0110,intel,core_i5-1145g7_firmware,-
CVE-2020-0110,intel,core_i5-1145g7e_firmware,-
CVE-2020-0110,intel,core_i5-1145gre_firmware,-
CVE-2020-0110,intel,core_i5-11500_firmware,-
CVE-2020-0110,intel,core_i5-11500h_firmware,-
CVE-2020-0110,intel,core_i5-11500he_firmware,-
CVE-2020-0110,intel,core_i5-11500t_firmware,-
CVE-2020-0110,intel,core_i5-1155g7_firmware,-
CVE-2020-0110,intel,core_i5-11600_firmware,-
CVE-2020-0110,intel,core_i5-11600k_firmware,-
CVE-2020-0110,intel,core_i5-11600kf_firmware,-
CVE-2020-0110,intel,core_i5-11600t_firmware,-
CVE-2020-0110,intel,core_i7-10510u_firmware,-
CVE-2020-0110,intel,core_i7-10510y_firmware,-
CVE-2020-0110,intel,core_i7-1060g7_firmware,-
CVE-2020-0110,intel,core_i7-10610u_firmware,-
CVE-2020-0110,intel,core_i7-1065g7_firmware,-
CVE-2020-0110,intel,core_i7-1068ng7_firmware,-
CVE-2020-0110,intel,core_i7-10700_firmware,-
CVE-2020-0110,intel,core_i7-10700e_firmware,-
CVE-2020-0110,intel,core_i7-10700f_firmware,-
CVE-2020-0110,intel,core_i7-10700k_firmware,-
CVE-2020-0110,intel,core_i7-10700kf_firmware,-
CVE-2020-0110,intel,core_i7-10700t_firmware,-
CVE-2020-0110,intel,core_i7-10700te_firmware,-
CVE-2020-0110,intel,core_i7-10710u_firmware,-
CVE-2020-0110,intel,core_i7-10750h_firmware,-
CVE-2020-0110,intel,core_i7-10810u_firmware,-
CVE-2020-0110,intel,core_i7-10850h_firmware,-
CVE-2020-0110,intel,core_i7-10870h_firmware,-
CVE-2020-0110,intel,core_i7-10875h_firmware,-
CVE-2020-0110,intel,core_i7-11370h_firmware,-
CVE-2020-0110,intel,core_i7-11375h_firmware,-
CVE-2020-0110,intel,core_i7-11390h_firmware,-
CVE-2020-0110,intel,core_i7-11600h_firmware,-
CVE-2020-0110,intel,core_i7-1160g7_firmware,-
CVE-2020-0110,intel,core_i7-1165g7_firmware,-
CVE-2020-0110,intel,core_i7-11700_firmware,-
CVE-2020-0110,intel,core_i7-11700f_firmware,-
CVE-2020-0110,intel,core_i7-11700k_firmware,-
CVE-2020-0110,intel,core_i7-11700kf_firmware,-
CVE-2020-0110,intel,core_i7-11700t_firmware,-
CVE-2020-0110,intel,core_i7-11800h_firmware,-
CVE-2020-0110,intel,core_i7-1180g7_firmware,-
CVE-2020-0110,intel,core_i7-11850h_firmware,-
CVE-2020-0110,intel,core_i7-11850he_firmware,-
CVE-2020-0110,intel,core_i7-1185g7_firmware,-
CVE-2020-0110,intel,core_i7-1185g7e_firmware,-
CVE-2020-0110,intel,core_i7-1185gre_firmware,-
CVE-2020-0110,intel,core_i7-1195g7_firmware,-
CVE-2020-0110,intel,core_i9-10850k_firmware,-
CVE-2020-0110,intel,core_i9-10885h_firmware,-
CVE-2020-0110,intel,core_i9-10900_firmware,-
CVE-2020-0110,intel,core_i9-10900e_firmware,-
CVE-2020-0110,intel,core_i9-10900f_firmware,-
CVE-2020-0110,intel,core_i9-10900k_firmware,-
CVE-2020-0110,intel,core_i9-10900kf_firmware,-
CVE-2020-0110,intel,core_i9-10900t_firmware,-
CVE-2020-0110,intel,core_i9-10900te_firmware,-
CVE-2020-0110,intel,core_i9-10980hk_firmware,-
CVE-2020-0110,intel,core_i9-11900_firmware,-
CVE-2020-0110,intel,core_i9-11900f_firmware,-
CVE-2020-0110,intel,core_i9-11900h_firmware,-
CVE-2020-0110,intel,core_i9-11900k_firmware,-
CVE-2020-0110,intel,core_i9-11900kf_firmware,-
CVE-2020-0110,intel,core_i9-11900t_firmware,-
CVE-2020-0110,intel,core_i9-11950h_firmware,-
CVE-2020-0110,intel,core_i9-11980hk_firmware,-
CVE-2020-0110,intel,jhl6240_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl6340_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl6540_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl7340_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl7440_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl7540_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl8440_firmware,*:1.41.1054.0
CVE-2020-0110,intel,jhl8540_firmware,*:1.41.1054.0
CVE-2020-0113,google,android,10.0
CVE-2020-0117,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0118,google,android,10.0
CVE-2020-0119,google,android,10.0
CVE-2020-0120,google,android,10.0
CVE-2020-0122,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0123,google,android,-
CVE-2020-0124,google,android,10.0
CVE-2020-0125,google,android,11.0
CVE-2020-0127,google,android,10.0
CVE-2020-0128,google,android,10.0
CVE-2020-0129,google,android,10.0
CVE-2020-0131,google,android,10.0
CVE-2020-0132,google,android,10.0
CVE-2020-0133,google,android,10.0
CVE-2020-0134,google,android,10.0
CVE-2020-0136,google,android,10.0
CVE-2020-0137,google,android,10.0
CVE-2020-0138,google,android,10.0
CVE-2020-0139,google,android,10.0
CVE-2020-0140,google,android,10.0
CVE-2020-0142,google,android,10.0
CVE-2020-0143,google,android,10.0
CVE-2020-0144,google,android,10.0
CVE-2020-0145,google,android,10.0
CVE-2020-0146,google,android,10.0
CVE-2020-0147,google,android,10.0
CVE-2020-0148,google,android,10.0
CVE-2020-0149,google,android,10.0
CVE-2020-0150,google,android,10.0
CVE-2020-0151,google,android,10.0
CVE-2020-0152,google,android,10.0
CVE-2020-0153,google,android,10.0
CVE-2020-0154,google,android,10.0
CVE-2020-0155,google,android,10.0
CVE-2020-0156,google,android,10.0
CVE-2020-0157,google,android,10.0
CVE-2020-0158,google,android,10.0
CVE-2020-0159,google,android,10.0
CVE-2020-0160,google,android,10.0
CVE-2020-0164,google,android,10.0
CVE-2020-0165,google,android,10.0
CVE-2020-0167,google,android,10.0
CVE-2020-0168,google,android,10.0
CVE-2020-0169,google,android,10.0
CVE-2020-0170,google,android,10.0
CVE-2020-0171,google,android,10.0
CVE-2020-0172,google,android,10.0
CVE-2020-0174,google,android,10.0
CVE-2020-0176,google,android,10.0
CVE-2020-0180,google,android,10.0
CVE-2020-0181,google,android,10.0
CVE-2020-0182,debian,debian_linux,8.0
CVE-2020-0182,google,android,10.0
CVE-2020-0183,google,android,10.0
CVE-2020-0184,google,android,10.0
CVE-2020-0185,google,android,10.0
CVE-2020-0186,google,android,10.0
CVE-2020-0189,google,android,10.0
CVE-2020-0190,google,android,10.0
CVE-2020-0191,google,android,10.0
CVE-2020-0192,google,android,10.0
CVE-2020-0193,google,android,10.0
CVE-2020-0194,google,android,10.0
CVE-2020-0195,google,android,10.0
CVE-2020-0197,google,android,10.0
CVE-2020-0198,debian,debian_linux,8.0
CVE-2020-0198,google,android,10.0
CVE-2020-0200,google,android,10.0
CVE-2020-0202,google,android,10.0
CVE-2020-0204,google,android,10.0
CVE-2020-0205,google,android,10.0
CVE-2020-0207,google,android,10.0
CVE-2020-0208,google,android,10.0
CVE-2020-0209,google,android,10.0
CVE-2020-0211,google,android,10.0
CVE-2020-0212,google,android,10.0
CVE-2020-0213,google,android,10.0
CVE-2020-0214,google,android,10.0
CVE-2020-0215,google,android,10.0
CVE-2020-0216,google,android,10.0
CVE-2020-0217,google,android,10.0
CVE-2020-0218,google,android,10.0
CVE-2020-0219,google,android,10.0
CVE-2020-0220,google,android,-
CVE-2020-0223,google,android,-
CVE-2020-0224,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0225,google,android,10.0
CVE-2020-0226,google,android,10.0
CVE-2020-0227,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0229,google,android,-
CVE-2020-0230,google,android,-
CVE-2020-0231,google,android,-
CVE-2020-0233,google,android,10.0
CVE-2020-0234,google,android,-
CVE-2020-0235,google,android,-
CVE-2020-0236,google,android,10.0
CVE-2020-0238,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0240,google,android,10.0
CVE-2020-0241,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0244,google,android,11.0
CVE-2020-0245,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0247,google,android,"8.0,8.1,10.0"
CVE-2020-0251,google,android,-
CVE-2020-0252,google,android,-
CVE-2020-0253,google,android,-
CVE-2020-0254,google,android,-
CVE-2020-0256,debian,debian_linux,9.0
CVE-2020-0256,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0258,google,android,10.0
CVE-2020-0260,google,android,-
CVE-2020-0264,google,android,11.0
CVE-2020-0270,google,android,11.0
CVE-2020-0271,google,android,11.0
CVE-2020-0272,google,android,11.0
CVE-2020-0273,google,android,11.0
CVE-2020-0275,google,android,11.0
CVE-2020-0278,google,android,-
CVE-2020-0279,google,android,11.0
CVE-2020-0280,google,android,11.0
CVE-2020-0281,google,android,11.0
CVE-2020-0282,google,android,11.0
CVE-2020-0283,google,android,-
CVE-2020-0286,google,android,11.0
CVE-2020-0291,google,android,11.0
CVE-2020-0292,google,android,11.0
CVE-2020-0294,google,android,11.0
CVE-2020-0298,google,android,11.0
CVE-2020-0299,google,android,11.0
CVE-2020-0300,google,android,11.0
CVE-2020-0309,google,android,11.0
CVE-2020-0319,google,android,11.0
CVE-2020-0321,google,android,11.0
CVE-2020-0322,google,android,11.0
CVE-2020-0323,google,android,11.0
CVE-2020-0324,google,android,11.0
CVE-2020-0326,google,android,11.0
CVE-2020-0328,google,android,11.0
CVE-2020-0329,google,android,11.0
CVE-2020-0330,google,android,11.0
CVE-2020-0334,google,android,11.0
CVE-2020-0335,google,android,11.0
CVE-2020-0336,google,android,11.0
CVE-2020-0339,google,android,-
CVE-2020-0340,google,android,11.0
CVE-2020-0342,google,android,-
CVE-2020-0344,google,android,11.0
CVE-2020-0346,google,android,11.0
CVE-2020-0347,google,android,11.0
CVE-2020-0348,google,android,11.0
CVE-2020-0349,google,android,11.0
CVE-2020-0350,google,android,11.0
CVE-2020-0352,google,android,11.0
CVE-2020-0353,google,android,11.0
CVE-2020-0354,google,android,11.0
CVE-2020-0355,google,android,11.0
CVE-2020-0356,google,android,11.0
CVE-2020-0358,google,android,11.0
CVE-2020-0359,google,android,11.0
CVE-2020-0361,google,android,11.0
CVE-2020-0364,google,android,11.0
CVE-2020-0365,google,android,11.0
CVE-2020-0366,google,android,11.0
CVE-2020-0367,google,android,-
CVE-2020-0369,google,android,11.0
CVE-2020-0370,google,android,11.0
CVE-2020-0371,google,android,-
CVE-2020-0373,google,android,11.0
CVE-2020-0374,google,android,11.0
CVE-2020-0376,google,android,-
CVE-2020-0377,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0380,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0381,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0383,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0384,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0385,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0386,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0387,google,android,-
CVE-2020-0388,google,android,"10.0,11.0"
CVE-2020-0390,google,android,"10.0,11.0"
CVE-2020-0393,google,android,"9.0,10.0"
CVE-2020-0394,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0405,google,android,11.0
CVE-2020-0406,google,android,11.0
CVE-2020-0408,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0409,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0411,google,android,"10.0,11.0"
CVE-2020-0413,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0416,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0420,google,android,11.0
CVE-2020-0421,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0424,google,android,"9.0,10.0,11.0"
CVE-2020-0427,debian,debian_linux,9.0
CVE-2020-0427,google,android,-
CVE-2020-0427,opensuse,leap,"15.1,15.2"
CVE-2020-0429,google,android,-
CVE-2020-0430,google,android,-
CVE-2020-0431,google,android,-
CVE-2020-0431,opensuse,leap,"15.1,15.2"
CVE-2020-0432,google,android,-
CVE-2020-0434,google,android,-
CVE-2020-0437,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0438,google,android,"10.0,11.0"
CVE-2020-0439,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0440,google,android,11.0
CVE-2020-0444,google,android,-
CVE-2020-0445,google,android,-
CVE-2020-0446,google,android,-
CVE-2020-0447,google,android,-
CVE-2020-0449,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0450,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0451,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0452,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0455,google,android,-
CVE-2020-0456,google,android,-
CVE-2020-0457,google,android,-
CVE-2020-0458,google,android,"8.0,8.1,9.0,10.0"
CVE-2020-0463,google,android,"8.0,8.1,9.0,10.0,11.0"
CVE-2020-0465,google,android,-
CVE-2020-0470,google,android,"10.0,11.0"
CVE-2020-0475,google,android,11.0
CVE-2020-0476,google,android,11.0
CVE-2020-0478,google,android,11.0
CVE-2020-0482,google,android,11.0
CVE-2020-0484,google,android,11.0
CVE-2020-0485,google,android,11.0
CVE-2020-0486,google,android,11.0
CVE-2020-0488,google,android,11.0
CVE-2020-0489,google,android,11.0
CVE-2020-0490,google,android,11.0
CVE-2020-0492,google,android,11.0
CVE-2020-0493,google,android,11.0
CVE-2020-0494,google,android,11.0
CVE-2020-0495,google,android,11.0
CVE-2020-0496,google,android,11.0
CVE-2020-0498,google,android,11.0
CVE-2020-0499,debian,debian_linux,9.0
CVE-2020-0499,fedoraproject,fedora,"32,33"
CVE-2020-0499,google,android,11.0
CVE-2020-0501,intel,graphics_driver,*:26.20.100.6912
CVE-2020-0504,intel,graphics_driver,"15.40:15.40.44.5107,15.45:15.45.30.5103,26.20:26.20.100.7158"
CVE-2020-0507,intel,graphics_driver,"15.33:15.33.49.5100,15.36:15.36.38.5117,15.40:15.40.44.5107,15.45:15.45.30.5103,26.20:26.20.100.7212"
CVE-2020-0508,intel,graphics_driver,"15.33:15.33.49.5100,15.36:15.36.38.5117,15.40:15.40.44.5107,15.45:15.45.30.5103,26.20:26.20.100.7212"
CVE-2020-0510,intel,graphics_drivers,"15.45.0.0:15.45.31.5127,15.40.0.0:15.40.45.5126"
CVE-2020-0513,intel,graphics_drivers,*:15.33.50.5129
CVE-2020-0514,intel,graphics_driver,"15.45:15.45.30.5103,26.20:26.20.100.7463"
CVE-2020-0515,intel,graphics_driver,"15.33:15.33.49.5100,15.36:15.36.38.5117,15.40:15.40.44.5107,15.45:15.45.30.5103,26.20:26.20.100.7584"
CVE-2020-0517,intel,graphics_driver,*:15.36.38.5117
CVE-2020-0524,intel,ethernet_controller_i210_firmware,*:3.30
CVE-2020-0530,intel,compute_stick_stck1a32wfc_firmware,stck1a32wfc
CVE-2020-0530,intel,compute_stick_stck1a8lfc_firmware,stck1a8lfc
CVE-2020-0530,intel,compute_stick_stk1a32sc_firmware,sc0045
CVE-2020-0530,intel,compute_stick_stk1aw32sc_firmware,sc0045
CVE-2020-0530,intel,compute_stick_stk2m364cc_firmware,ccsklm30.86a.0062
CVE-2020-0530,intel,compute_stick_stk2m3w64cc_firmware,ccsklm30.86a.0062
CVE-2020-0530,intel,nuc_7_enthusiast_pc_nuc7i7bnhxg_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_7_essential_pc_nuc7cjysal_firmware,jyglkcpx.86a.0053
CVE-2020-0530,intel,nuc_7_home_a_mini_pc_nuc7i3bnhxf_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_7_home_a_mini_pc_nuc7i5bnhxf_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_7_home_a_mini_pc_nuc7i5bnkp_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_8_business_pc_nuc8i7hnkqc_firmware,hnkbli70.86a.0059
CVE-2020-0530,intel,nuc_8_enthusiast_pc_nuc8i7bekqa_firmware,becfl357.86a.0077
CVE-2020-0530,intel,nuc_8_home_pc_nuc8i3cysm_firmware,cycnli35.86a.0044
CVE-2020-0530,intel,nuc_8_mainstream-g_kit_nuc8i5inh_firmware,inwhl357.0036
CVE-2020-0530,intel,nuc_8_mainstream-g_kit_nuc8i7inh_firmware,inwhl357.0036
CVE-2020-0530,intel,nuc_8_mainstream-g_mini_pc_nuc8i7inh_firmware,inwhl357.0036
CVE-2020-0530,intel,nuc_8_rugged_kit_nuc8cchkr_firmware,chaplcel.0047
CVE-2020-0530,intel,nuc_board_d34010wyb_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_board_d54250wyb_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_board_de3815tybe_firmware,tybyt20h.86a.0024
CVE-2020-0530,intel,nuc_board_nuc5i3mybe_firmware,mybdwi30.86a.0057
CVE-2020-0530,intel,nuc_board_nuc5i5mybe_firmware,mybdwi5v.86a.0056
CVE-2020-0530,intel,nuc_board_nuc7i3dnbe_firmware,dnkbli30.86a.0067
CVE-2020-0530,intel,nuc_board_nuc7i5dnbe_firmware,dnkbli5v.86a.0067
CVE-2020-0530,intel,nuc_board_nuc7i7dnbe_firmware,dnkbli7v.86a.0067
CVE-2020-0530,intel,nuc_board_nuc8cchb_firmware,chaplcel.0047
CVE-2020-0530,intel,nuc_kit_d34010wyk_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_kit_d34010wykh_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_kit_d54250wyk_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_kit_d54250wykh_firmware,wylpt10h.86a.0054
CVE-2020-0530,intel,nuc_kit_de3815tykhe_firmware,tybyt20h.86a.0024
CVE-2020-0530,intel,nuc_kit_nuc5cpyh_firmware,pybswcel.86a.0078
CVE-2020-0530,intel,nuc_kit_nuc5i3myhe_firmware,mybdwi30.86a.0057
CVE-2020-0530,intel,nuc_kit_nuc5i3ryh_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i3ryhs_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i3ryhsn_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i3ryk_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i5myhe_firmware,mybdwi5v.86a.0056
CVE-2020-0530,intel,nuc_kit_nuc5i5ryh_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i5ryhs_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i5ryk_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5i7ryh_firmware,rybdwi35.86a.0383
CVE-2020-0530,intel,nuc_kit_nuc5pgyh_firmware,pybswcel.86a.0078
CVE-2020-0530,intel,nuc_kit_nuc5ppyh_firmware,pybswcel.86a.0078
CVE-2020-0530,intel,nuc_kit_nuc6cayh_firmware,ayaplcel.86a.0066
CVE-2020-0530,intel,nuc_kit_nuc6cays_firmware,ayaplcel.86a.0066
CVE-2020-0530,intel,nuc_kit_nuc6i3syh_firmware,syskli35.86a.0072
CVE-2020-0530,intel,nuc_kit_nuc6i3syk_firmware,syskli35.86a.0072
CVE-2020-0530,intel,nuc_kit_nuc6i5syh_firmware,syskli35.86a.0072
CVE-2020-0530,intel,nuc_kit_nuc6i5syk_firmware,syskli35.86a.0072
CVE-2020-0530,intel,nuc_kit_nuc6i7kyk_firmware,kyskli70.86a.0066
CVE-2020-0530,intel,nuc_kit_nuc7cjyh_firmware,jyglkcpx.86a.0053
CVE-2020-0530,intel,nuc_kit_nuc7i3bnh_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i3bnhx1_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i3bnk_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i3dnhe_firmware,dnkbli30.86a.0067
CVE-2020-0530,intel,nuc_kit_nuc7i3dnke_firmware,dnkbli30.86a.0067
CVE-2020-0530,intel,nuc_kit_nuc7i5bnh_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i5bnhx1_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i5bnk_firmware,bnkbl357.86a.0081
CVE-2020-0530,intel,nuc_kit_nuc7i5dnhe_firmware,dnkbli5v.86a.0067
CVE-2020-0530,intel,nuc_kit_nuc7i5dnke_firmware,dnkbli5v.86a.0067
CVE-2020-0530,intel,nuc_kit_nuc7i7bnh_firmware,bnkbl357.86a.0081
